,StudentId,CourseName,UniversityName,RegisteredDate,State,City,SubjectName,FollowDate,StudentClient,SignupSource,PlanType,PaymentDate
17,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,Direito,ESTÁCIO,"(2013, 4, 3, 16, 0, 6)",Rio de Janeiro,Rio de Janeiro,Prática Jurídica I,"(2015, 9, 22, 14, 10, 46)",,Email,Mensal,"(2017, 11, 15, 14, 36, 42)"
18,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,Direito,ESTÁCIO,"(2013, 4, 3, 16, 0, 6)",Rio de Janeiro,Rio de Janeiro,Prática Jurídica Simulada,"(2015, 9, 22, 14, 10, 46)",,Email,Mensal,"(2017, 11, 15, 14, 36, 42)"
19,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,Direito,ESTÁCIO,"(2013, 4, 3, 16, 0, 6)",Rio de Janeiro,Rio de Janeiro,Prática Simulada I (cível),"(2015, 9, 22, 14, 10, 46)",,Email,Mensal,"(2017, 11, 15, 14, 36, 42)"
20,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,Direito,ESTÁCIO,"(2013, 4, 3, 16, 0, 6)",Rio de Janeiro,Rio de Janeiro,Prática Simulada I,"(2015, 9, 22, 14, 10, 46)",,Email,Mensal,"(2017, 11, 15, 14, 36, 42)"
21,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,Direito,ESTÁCIO,"(2013, 4, 3, 16, 0, 6)",Rio de Janeiro,Rio de Janeiro,Prática Simulada,"(2015, 9, 22, 14, 10, 46)",,Email,Mensal,"(2017, 11, 15, 14, 36, 42)"
22,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,Direito,ESTÁCIO,"(2013, 4, 3, 16, 9, 36)",Rio de Janeiro,Saquarema,Direito Processual Civil I,"(2016, 4, 5, 14, 17, 38)",,Facebook,Mensal,"(2017, 11, 12, 22, 19, 54)"
23,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,Direito,ESTÁCIO,"(2013, 4, 3, 16, 9, 36)",Rio de Janeiro,Saquarema,Direito Penal I,"(2016, 4, 5, 14, 17, 38)",,Facebook,Mensal,"(2017, 11, 12, 22, 19, 54)"
24,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,Direito,ESTÁCIO,"(2013, 4, 3, 16, 9, 36)",Rio de Janeiro,Saquarema,Direito Penal II,"(2016, 4, 5, 14, 17, 38)",,Facebook,Mensal,"(2017, 11, 12, 22, 19, 54)"
25,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,Direito,ESTÁCIO,"(2013, 4, 3, 16, 9, 36)",Rio de Janeiro,Saquarema,Direito Civil I,"(2016, 4, 5, 14, 17, 38)",,Facebook,Mensal,"(2017, 11, 12, 22, 19, 54)"
26,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,Direito,ESTÁCIO,"(2013, 4, 3, 16, 9, 36)",Rio de Janeiro,Saquarema,Direito Penal,"(2016, 4, 5, 14, 17, 38)",,Facebook,Mensal,"(2017, 11, 12, 22, 19, 54)"
27,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,Direito,UNIVILLE,"(2013, 7, 11, 18, 6, 7)",Paraná,Curitiba,Direito do Trabalho I,"(2015, 9, 10, 21, 30, 41)",,Facebook,Mensal,"(2017, 11, 22, 1, 3, 9)"
28,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,Direito,UNIVILLE,"(2013, 7, 11, 18, 6, 7)",Paraná,Curitiba,Direito do Consumidor,"(2015, 9, 10, 21, 30, 41)",,Facebook,Mensal,"(2017, 11, 22, 1, 3, 9)"
29,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,Direito,UNIVILLE,"(2013, 7, 11, 18, 6, 7)",Paraná,Curitiba,Direito Processual Civil I,"(2015, 9, 10, 21, 30, 41)",,Facebook,Mensal,"(2017, 11, 22, 1, 3, 9)"
30,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,Direito,UNIVILLE,"(2013, 7, 11, 18, 6, 7)",Paraná,Curitiba,Direito Processual Penal I,"(2015, 9, 10, 21, 30, 41)",,Facebook,Mensal,"(2017, 11, 22, 1, 3, 9)"
31,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,Direito,UNIVILLE,"(2013, 7, 11, 18, 6, 7)",Paraná,Curitiba,Direitos Humanos,"(2015, 9, 10, 21, 30, 41)",,Facebook,Mensal,"(2017, 11, 22, 1, 3, 9)"
32,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,Engenharia Mecânica,UDESC,"(2013, 7, 11, 18, 12, 16)",Santa Catarina,Joinville,Resistência dos Materiais,"(2016, 3, 2, 13, 35, 5)",,Facebook,Mensal,"(2017, 11, 24, 19, 3, 49)"
33,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,Engenharia Mecânica,UDESC,"(2013, 7, 11, 18, 12, 16)",Santa Catarina,Joinville,Termodinâmica,"(2016, 3, 2, 13, 35, 6)",,Facebook,Mensal,"(2017, 11, 24, 19, 3, 49)"
34,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,Engenharia Mecânica,UDESC,"(2013, 7, 11, 18, 12, 16)",Santa Catarina,Joinville,Mecânica dos Fluidos,"(2016, 3, 2, 13, 35, 6)",,Facebook,Mensal,"(2017, 11, 24, 19, 3, 49)"
35,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,Engenharia Mecânica,UDESC,"(2013, 7, 11, 18, 12, 16)",Santa Catarina,Joinville,Elementos de Máquinas I,"(2016, 3, 2, 13, 35, 6)",,Facebook,Mensal,"(2017, 11, 24, 19, 3, 49)"
36,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,Engenharia Mecânica,UDESC,"(2013, 7, 11, 18, 12, 16)",Santa Catarina,Joinville,Mecanismos,"(2017, 8, 3, 10, 41, 49)",,Facebook,Mensal,"(2017, 11, 24, 19, 3, 49)"
37,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,Engenharia Mecânica,UDESC,"(2013, 7, 11, 18, 12, 16)",Santa Catarina,Joinville,Resistência dos Materiais 2,"(2016, 3, 2, 13, 35, 6)",,Facebook,Mensal,"(2017, 11, 24, 19, 3, 49)"
38,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,Engenharia Mecânica,ESTÁCIO,"(2013, 7, 17, 20, 7, 49)",Rio de Janeiro,Rio de Janeiro,Eletricidade Aplicada,"(2018, 3, 28, 18, 41, 35)",,Facebook,Mensal,"(2017, 11, 11, 21, 1, 59)"
39,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,Segurança da Informação,ESTÁCIO,"(2013, 7, 24, 9, 29, 20)",Ceará,Fortaleza,Inovação Tecnológica,"(2015, 10, 11, 11, 2, 36)",,Email,Mensal,"(2017, 11, 12, 16, 41, 19)"
40,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,Segurança da Informação,ESTÁCIO,"(2013, 7, 24, 9, 29, 20)",Ceará,Fortaleza,Programação para Dispositivos Móveis,"(2016, 6, 13, 19, 46, 12)",,Email,Mensal,"(2017, 11, 12, 16, 41, 19)"
41,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,Segurança da Informação,ESTÁCIO,"(2013, 7, 24, 9, 29, 20)",Ceará,Fortaleza,"Propriedade Intelectual, Direito e Ética","(2015, 10, 11, 11, 2, 36)",,Email,Mensal,"(2017, 11, 12, 16, 41, 19)"
42,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,Segurança da Informação,ESTÁCIO,"(2013, 7, 24, 9, 29, 20)",Ceará,Fortaleza,Gestão de Segurança da Informação,"(2015, 10, 11, 11, 2, 36)",,Email,Mensal,"(2017, 11, 12, 16, 41, 19)"
43,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,Segurança da Informação,ESTÁCIO,"(2013, 7, 24, 9, 29, 20)",Ceará,Fortaleza,Tecnologia da Informação e Comunicação,"(2015, 10, 11, 11, 2, 36)",,Email,Mensal,"(2017, 11, 12, 16, 41, 19)"
44,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,Segurança da Informação,ESTÁCIO,"(2013, 7, 24, 9, 29, 20)",Ceará,Fortaleza,Seminários Integrados em Análise e Desenvolvimento de Sistemas,"(2015, 10, 11, 11, 2, 36)",,Email,Mensal,"(2017, 11, 12, 16, 41, 19)"
45,4487f81a4ea9b3c3cf58aa31ecc21c30d6fb186993af6154d0d4416f1783dc9b,Gestão de Comércio / Gestão Comercial,UNIP,"(2013, 9, 17, 12, 47, 40)",Goiás,Goiânia,Matemática Financeira,"(2017, 9, 25, 9, 40, 50)",,Facebook,Mensal,"(2017, 11, 21, 11, 52, 55)"
46,4487f81a4ea9b3c3cf58aa31ecc21c30d6fb186993af6154d0d4416f1783dc9b,Gestão de Comércio / Gestão Comercial,UNIP,"(2013, 9, 17, 12, 47, 40)",Goiás,Goiânia,Contabilidade / Ciências Contábeis,"(2017, 9, 25, 9, 40, 50)",,Facebook,Mensal,"(2017, 11, 21, 11, 52, 55)"
47,4487f81a4ea9b3c3cf58aa31ecc21c30d6fb186993af6154d0d4416f1783dc9b,Gestão de Comércio / Gestão Comercial,UNIP,"(2013, 9, 17, 12, 47, 40)",Goiás,Goiânia,Economia,"(2017, 9, 25, 9, 40, 50)",,Facebook,Mensal,"(2017, 11, 21, 11, 52, 55)"
48,4487f81a4ea9b3c3cf58aa31ecc21c30d6fb186993af6154d0d4416f1783dc9b,Gestão de Comércio / Gestão Comercial,UNIP,"(2013, 9, 17, 12, 47, 40)",Goiás,Goiânia,Administracao de Varejo,"(2017, 11, 21, 9, 35, 23)",,Facebook,Mensal,"(2017, 11, 21, 11, 52, 55)"
49,4487f81a4ea9b3c3cf58aa31ecc21c30d6fb186993af6154d0d4416f1783dc9b,Gestão de Comércio / Gestão Comercial,UNIP,"(2013, 9, 17, 12, 47, 40)",Goiás,Goiânia,Pesquisa Aplicada à Contabilidade,"(2017, 9, 25, 9, 40, 50)",,Facebook,Mensal,"(2017, 11, 21, 11, 52, 55)"
50,4487f81a4ea9b3c3cf58aa31ecc21c30d6fb186993af6154d0d4416f1783dc9b,Gestão de Comércio / Gestão Comercial,UNIP,"(2013, 9, 17, 12, 47, 40)",Goiás,Goiânia,Contabilidade Trabalhista e Legislação Social e Trabalhista,"(2017, 9, 25, 9, 40, 50)",,Facebook,Mensal,"(2017, 11, 21, 11, 52, 55)"
51,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,Engenharia Civil,ESTÁCIO,"(2013, 9, 21, 12, 26, 45)",Rio de Janeiro,Rio de Janeiro,Hidrologia,"(2017, 6, 29, 11, 27, 4)",,Facebook,Mensal,"(2017, 11, 6, 22, 14, 55)"
52,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,Engenharia Civil,ESTÁCIO,"(2013, 9, 21, 12, 26, 45)",Rio de Janeiro,Rio de Janeiro,Hidráulica e Hidrologia,"(2017, 6, 29, 11, 27, 4)",,Facebook,Mensal,"(2017, 11, 6, 22, 14, 55)"
53,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,Engenharia Civil,ESTÁCIO,"(2013, 9, 21, 12, 26, 45)",Rio de Janeiro,Rio de Janeiro,Topografia e Geodésia II,"(2017, 6, 29, 11, 27, 4)",,Facebook,Mensal,"(2017, 11, 6, 22, 14, 55)"
54,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,Engenharia Civil,ESTÁCIO,"(2013, 9, 21, 12, 26, 45)",Rio de Janeiro,Rio de Janeiro,Hidrologia e Drenagem Urbana,"(2017, 6, 29, 11, 27, 4)",,Facebook,Mensal,"(2017, 11, 6, 22, 14, 55)"
55,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,Engenharia Civil,ESTÁCIO,"(2013, 9, 21, 12, 26, 45)",Rio de Janeiro,Rio de Janeiro,Teoria,"(2017, 6, 29, 11, 27, 4)",,Facebook,Mensal,"(2017, 11, 6, 22, 14, 55)"
56,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,Engenharia Civil,ESTÁCIO,"(2013, 9, 21, 12, 26, 45)",Rio de Janeiro,Rio de Janeiro,Acesse Cursos Online Gratuitos,"(2017, 6, 29, 11, 27, 4)",,Facebook,Mensal,"(2017, 11, 6, 22, 14, 55)"
57,3ae094228e1b9324e525adb48f28ad94113711ac85dbfce9d87d5392af89ecb6,Direito,ESTÁCIO,"(2013, 10, 6, 12, 52, 48)",Maranhão,Imperatriz,História do Direito Brasileiro,"(2017, 5, 19, 14, 48, 49)",,Facebook,Mensal,"(2017, 11, 17, 19, 30, 27)"
58,3ae094228e1b9324e525adb48f28ad94113711ac85dbfce9d87d5392af89ecb6,Direito,ESTÁCIO,"(2013, 10, 6, 12, 52, 48)",Maranhão,Imperatriz,Introdução ao Estudo de Direito,"(2017, 5, 19, 14, 48, 49)",,Facebook,Mensal,"(2017, 11, 17, 19, 30, 27)"
59,3ae094228e1b9324e525adb48f28ad94113711ac85dbfce9d87d5392af89ecb6,Direito,ESTÁCIO,"(2013, 10, 6, 12, 52, 48)",Maranhão,Imperatriz,Psicologia Aplicada ao Direito,"(2017, 5, 19, 14, 48, 49)",,Facebook,Mensal,"(2017, 11, 17, 19, 30, 27)"
60,5a0df378119b95d3c283ef169bb5aa34ee950497e10a40e9757f93aa0f037102,Análise e Desenvolvimento de Sistemas,ESTÁCIO,"(2013, 10, 11, 17, 9, 16)",Rio de Janeiro,Rio de Janeiro,Modelagem de Dados,"(2017, 11, 18, 8, 53, 33)",,Email,Mensal,"(2017, 11, 10, 22, 33, 10)"
61,5a0df378119b95d3c283ef169bb5aa34ee950497e10a40e9757f93aa0f037102,Análise e Desenvolvimento de Sistemas,ESTÁCIO,"(2013, 10, 11, 17, 9, 16)",Rio de Janeiro,Rio de Janeiro,Seminários Integrados em Análise e Desenvolvimento de Sistemas,"(2017, 11, 7, 22, 17, 28)",,Email,Mensal,"(2017, 11, 10, 22, 33, 10)"
62,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Gerenciamento de Projetos,"(2017, 11, 1, 0, 55, 26)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
63,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Farmacologia,"(2018, 10, 31, 12, 36, 53)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
64,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Administração da Produção e Operações,"(2017, 11, 1, 0, 55, 26)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
65,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Gestão da Qualidade,"(2017, 11, 1, 0, 55, 26)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
66,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Legislação Aduaneira,"(2017, 11, 1, 0, 55, 26)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
67,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Enfermagem,"(2018, 11, 21, 22, 57, 25)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
68,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,Logística,ESTÁCIO EAD,"(2013, 11, 17, 15, 46, 3)",Pernambuco,Recife,Planejamento e Controle da Produção Integrada à Logística,"(2017, 11, 1, 0, 55, 26)",,Email,Mensal,"(2017, 11, 1, 18, 14, 10)"
69,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,Engenharia Elétrica,ESTÁCIO EAD,"(2013, 11, 22, 23, 20, 45)",Rio de Janeiro,São Gonçalo,Cálculo Numérico,"(2016, 4, 18, 20, 40, 53)",,Email,Mensal,"(2017, 11, 10, 15, 22, 35)"
70,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,Engenharia Elétrica,ESTÁCIO EAD,"(2013, 11, 22, 23, 20, 45)",Rio de Janeiro,São Gonçalo,Eletricidade Aplicada,"(2016, 4, 18, 20, 40, 53)",,Email,Mensal,"(2017, 11, 10, 15, 22, 35)"
71,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,Engenharia Elétrica,ESTÁCIO EAD,"(2013, 11, 22, 23, 20, 45)",Rio de Janeiro,São Gonçalo,Circuitos Elétricos 1,"(2016, 4, 18, 20, 40, 53)",,Email,Mensal,"(2017, 11, 10, 15, 22, 35)"
72,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,Engenharia Elétrica,ESTÁCIO EAD,"(2013, 11, 22, 23, 20, 45)",Rio de Janeiro,São Gonçalo,Circuitos Elétricos II,"(2016, 4, 18, 20, 40, 53)",,Email,Mensal,"(2017, 11, 10, 15, 22, 35)"
73,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,Engenharia Elétrica,ESTÁCIO EAD,"(2013, 11, 22, 23, 20, 45)",Rio de Janeiro,São Gonçalo,Circuitos I,"(2017, 11, 10, 13, 23, 38)",,Email,Mensal,"(2017, 11, 10, 15, 22, 35)"
74,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,Engenharia Elétrica,ESTÁCIO EAD,"(2013, 11, 22, 23, 20, 45)",Rio de Janeiro,São Gonçalo,Redes,"(2017, 11, 10, 13, 23, 55)",,Email,Mensal,"(2017, 11, 10, 15, 22, 35)"
75,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Gerenciamento de Projetos,"(2016, 10, 6, 1, 15, 9)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
76,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Pesquisa de Mercado,"(2017, 6, 6, 0, 16, 57)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
77,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Administração Estratégica,"(2016, 10, 6, 1, 15, 17)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
78,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Teoria Geral da Administração,"(2015, 9, 17, 23, 48, 29)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
79,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Tópicos Especiais em Administração,"(2017, 6, 6, 0, 18, 7)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
80,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Orçamento Empresarial,"(2017, 11, 9, 13, 43, 45)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
81,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Métodos Quantitativos,"(2016, 10, 24, 20, 7, 52)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
82,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Gestão da Cadeia de Suprimentos,"(2016, 10, 24, 20, 8, 5)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
83,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,Administração,ESTÁCIO,"(2013, 11, 24, 22, 10, 32)",Rio de Janeiro,Sao Joao De Meriti,Competências Gerenciais,"(2016, 10, 24, 20, 6, 59)",,Email,Mensal,"(2017, 11, 9, 1, 10, 33)"
