,StudentId,UniversityName,CourseName,PlanType,PaymentDate,State,City,RegisteredDate,SignupSource,StudentClient
10,bde8436a92ab53ce25ba3c3573f2019403170fdd8ca9019807ce30e75346bd23,ESTÁCIO,Engenharia Civil,Mensal,"(2017, 11, 6, 22, 14, 55)",Rio de Janeiro,Rio de Janeiro,"(2013, 9, 21, 12, 26, 45)",Facebook,
11,3ae094228e1b9324e525adb48f28ad94113711ac85dbfce9d87d5392af89ecb6,ESTÁCIO,Direito,Mensal,"(2017, 11, 17, 19, 30, 27)",Maranhão,Imperatriz,"(2013, 10, 6, 12, 52, 48)",Facebook,
12,5a0df378119b95d3c283ef169bb5aa34ee950497e10a40e9757f93aa0f037102,ESTÁCIO,Análise e Desenvolvimento de Sistemas,Mensal,"(2017, 11, 10, 22, 33, 10)",Rio de Janeiro,Rio de Janeiro,"(2013, 10, 11, 17, 9, 16)",Email,
13,fed3de568756e019f7d8e7911a432f7fb3ee7986b355139044139fcdbee70b5d,USP-SP,Relações Internacionais,Mensal,"(2017, 11, 8, 22, 6, 51)",Rio de Janeiro,Niterói,"(2013, 11, 15, 15, 59, 46)",Facebook,
14,68beec3e289e3316e654479a38f060bd133f194d728c6a496be3cc3c9a965cdc,ESTÁCIO EAD,Logística,Mensal,"(2017, 11, 1, 18, 14, 10)",Pernambuco,Recife,"(2013, 11, 17, 15, 46, 3)",Email,
15,ecb4e29cd9585b0800006fb1f7ff38ddbfdbca1e54216c2ad5cb7df5a70bac45,ESTÁCIO EAD,Engenharia Elétrica,Mensal,"(2017, 11, 10, 15, 22, 35)",Rio de Janeiro,São Gonçalo,"(2013, 11, 22, 23, 20, 45)",Email,
16,2e34dfda3cca387a72f6f6de1cadcfe1f0cd8a0b38bf34017d6429631a6f9970,ESTÁCIO,Administração,Mensal,"(2017, 11, 9, 1, 10, 33)",Rio de Janeiro,Sao Joao De Meriti,"(2013, 11, 24, 22, 10, 32)",Email,
17,85529f64c1428b69f7bfa6823c4595c254965ca204b8d1f15e6000398fb4fb27,ESTÁCIO,Sistemas de Informação / Informática,Mensal,"(2017, 11, 8, 0, 41, 29)",Rio de Janeiro,Rio de Janeiro,"(2013, 11, 27, 17, 21, 38)",Facebook,
18,a189c626b75ca992587167cfbf5e0d183e5c09ce89bc6950c6e7bd893fa242d3,FALS,Direito,Mensal,"(2017, 11, 30, 12, 57, 33)",Ceará,Fortaleza,"(2013, 12, 2, 13, 45, 18)",Facebook,
19,fe9f61ef8539dfbdbc8f5bb42f95e45768aeabb6fd6f8aef59b6a31ecd812572,UNIC,Direito,Mensal,"(2017, 11, 13, 12, 20, 52)",Mato Grosso,Rondonópolis,"(2013, 12, 3, 1, 12, 45)",Email,
20,88eb1838ab7abfa6b50ea85483b39c0d0299d7d78d1b878714d5528e2d24085f,ESTÁCIO EAD,Engenharia de Produção,Mensal,"(2017, 11, 21, 9, 51, 53)",Pernambuco,Paulista,"(2013, 12, 11, 17, 27, 8)",Email,
21,759dd1860ef162abcf4e8677d15038cfc65fb715fc81436c18902ac615d7e7bf,UFSC,Engenharia Elétrica,Mensal,"(2017, 11, 6, 13, 0, 44)",Santa Catarina,Lages,"(2013, 12, 12, 8, 47, 30)",Facebook,
22,5957ace83bc5fdc5450ee4e883ba9a266c13496c70fffd294f402556c0eb1434,ESTÁCIO EAD,Logística,Mensal,"(2017, 11, 13, 14, 27, 10)",Espírito Santo,Vitória,"(2013, 12, 13, 18, 39, 41)",Email,
23,040d32351fdc54c8fa5bb2d029a3d7ee2ec376a107a623bac5e369a6a4909a4a,ESTÁCIO,Engenharia Civil,Mensal,"(2017, 11, 2, 18, 30, 39)",Rio de Janeiro,Rio de Janeiro,"(2013, 12, 14, 8, 18, 50)",Facebook,
24,b25bb52a1e2aea994877fafa8a5240fae1a4b892588cb7749e3f194b052f4648,ESTÁCIO,Administração,Mensal,"(2017, 11, 13, 22, 0, 0)",Rio de Janeiro,Rio de Janeiro,"(2013, 12, 16, 22, 51, 10)",Facebook,
25,9d24f1bc7da8e7640e8b2edebf64c969467f4f84288fa1219a6976fe3ca68d6c,USP-SP,Odontologia,Anual,"(2017, 11, 1, 15, 45, 44)",São Paulo,São Paulo,"(2013, 12, 20, 14, 33, 23)",Facebook,
26,0f7f95affa6bddc08e1652e4d998be0159d01dfce91733a267f65919990e794a,UFPA,Odontologia,Mensal,"(2017, 11, 15, 12, 36, 19)",São Paulo,Bauru,"(2014, 1, 31, 12, 52, 14)",Email,
27,4db9e60fbaa0f0fea37a2fe65c9e89b376be7328ad68d1a68007cee68ea616b6,FIO,Farmácia / Ciências Farmacêuticas,Mensal,"(2017, 11, 29, 0, 31, 53)",São Paulo,São Paulo,"(2014, 2, 4, 0, 39, 35)",Email,
28,b98b67e8db6e12d47199596b3958a81dc7580257d64e3812b34aef613f7de76a,UFRRJ,Engenharia Química,Mensal,"(2017, 11, 3, 13, 20, 12)",Rio de Janeiro,Tangua,"(2014, 2, 6, 8, 36, 11)",Facebook,Website
29,a9cdf282562db4fab32d49f86adaf3814717d26fbaff021bd404c6e9055d448e,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 17, 10, 18, 47)",Minas Gerais,Belo Horizonte,"(2014, 2, 21, 16, 48, 26)",Facebook,Website
30,4ccb36465bdcf45cb71a1326fdecd52a57adbba7d9eb2579ab232c7b66d3e6e9,ESTÁCIO EAD,Serviço Social,Mensal,"(2017, 11, 5, 13, 54, 50)",Rio de Janeiro,Rio de Janeiro,"(2014, 3, 1, 17, 7, 40)",Facebook,
31,e574a0b44f0a00d23dd6ef42632cab55f1a22114eeeebc9f81c8b6bb43087ee4,ESTÁCIO,Direito,Mensal,"(2017, 11, 16, 16, 3, 41)",Rio de Janeiro,Petrópolis,"(2014, 3, 7, 15, 0, 2)",Email,Website
32,be913f6437e9e874396224a2f53a719b08dbe7a4c4e7b2e29a6606532c426288,MACKENZIE,Direito,Mensal,"(2017, 11, 8, 11, 56, 17)",São Paulo,Catanduva,"(2014, 3, 12, 13, 8, 15)",Facebook,Website
33,3e28a672cb80443d34c3e07dd335b6ea5424d684dda578f178c37620dc60a020,UNIDERP - ANHANGUERA,Tecnologia em Desenvolvimento de Softwares,Mensal,"(2017, 11, 15, 22, 0, 41)",Minas Gerais,Belo Horizonte,"(2014, 3, 13, 0, 31, 45)",Email,Website
34,a3e20c60acceec95d46b659b6a1cb54f3e1ea30aa9075a122ec89e28da05eb52,UFBA,Engenharia Elétrica,Mensal,"(2017, 11, 12, 20, 34, 55)",Bahia,Salvador,"(2014, 3, 17, 21, 52, 42)",Email,Website
35,a5fe99394c63fdcf0a1b32c5338c0192a6b1a044bc415a1a9a1f15a0354aa9e8,IPESU,Direito,Mensal,"(2017, 11, 16, 14, 49, 36)",,,"(2014, 3, 28, 16, 6, 16)",Facebook,Website
36,03010d4b33430a15729969c4f705b2a80a13ede09b2bfa1cbb3ff11f327fde12,UNINASSAU CAMPINA GRANDE,Enfermagem,Mensal,"(2017, 11, 10, 22, 2, 41)",Ceará,Juazeiro do Norte,"(2014, 3, 29, 11, 28, 30)",Email,Website
37,a27777b41a58f259ae2e3712c1b1c7b23e4459cff9d971937b7e552c06f9e6ac,ESTÁCIO,Engenharia Elétrica,Mensal,"(2017, 11, 15, 11, 16, 17)",Rio de Janeiro,Rio de Janeiro,"(2014, 4, 1, 0, 57, 33)",Email,Website
38,4da01225a79c01a6f239bd578e4400f1d7a39a40d2c982d314d052ec1fecc1c3,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 7, 13, 30, 23)",Rio de Janeiro,Rio de Janeiro,"(2014, 4, 1, 15, 53, 51)",Email,
39,0a11b0ac5b752ebc8abb73a0f6d8eac780406f35556b1c7ffadc12c9d911cef5,UNIPB,Ciência da Computação,Anual,"(2017, 11, 9, 12, 40, 45)",,,"(2014, 4, 3, 15, 50, 22)",Email,Website
40,829054216da02d2f1f42fe9cceb139ccb054fccf27a4b6984af5e8f64fe54109,ESTÁCIO,Direito,Mensal,"(2017, 11, 5, 21, 59, 24)",Ceará,Fortaleza,"(2014, 4, 6, 15, 33, 23)",Email,Website
41,15cac0b4db92d5860b58905347e25358cb9e71f3acbccc332c627f96924fca3a,UNISUL,Engenharia Civil,Mensal,"(2017, 11, 5, 16, 17, 2)",Santa Catarina,Florianópolis,"(2014, 4, 8, 18, 39, 36)",Email,iOS | 7.1
42,235399080e00a71d61bf0c5d31d7cca47705d7ce0f606d105cdc52a4e1038e20,ESTÁCIO,Direito,Mensal,"(2017, 11, 6, 15, 30, 41)",São Paulo,São Paulo,"(2014, 4, 14, 23, 41, 20)",Email,Website
43,cadefe7564c99863858ff13166c19a4e22cddf55a1d73426315da52b5277cc61,UFES,Economia Doméstica,Anual,"(2017, 11, 5, 18, 43, 58)",Espírito Santo,Vitória,"(2014, 4, 15, 16, 4, 57)",Email,
44,bdb9d3146f092f69dae043b601333c85eff99ccf453e7307ec1d275bb8ea3d42,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 19, 14, 0, 55)",Rio de Janeiro,Belford Roxo,"(2014, 5, 4, 11, 10, 27)",Facebook,
45,ad542d74277aadd37535f433fd7a2738574be0ab7c089f1b733a6a8304d70b1d,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 26, 22, 58, 7)",Pará,Belém,"(2014, 5, 7, 9, 41, 15)",Email,Website
46,be72ace21cc977cb9c16bb4add931c5e320a04aa7c67b28203633b23982560a2,UNB,Engenharia Elétrica,Mensal,"(2017, 11, 22, 4, 4, 38)",Distrito Federal,Brasília,"(2014, 5, 10, 21, 24, 24)",Facebook,Website
47,edde10af02084dd362bd18ff9e3547a153e530afe15514005b2d40869fe95ee3,ESTÁCIO,Administração,Mensal,"(2017, 11, 2, 12, 48, 0)",Rio de Janeiro,Niterói,"(2014, 5, 16, 12, 22, 50)",Email,Website
48,cc550425070f2765f4b4d25369322537e718ff5491e5793fe50068b7ee540585,ESTÁCIO,Contabilidade / Ciências Contábeis,Mensal,"(2017, 11, 2, 14, 23, 8)",Rio de Janeiro,Rio de Janeiro,"(2014, 5, 21, 21, 40, 3)",Email,Website
49,f16bdb3d680af148ca6d38e7ad94932ad6584828b4fbb3cb6f8c006157eff735,UEMG,Direito,Mensal,"(2017, 11, 22, 10, 20, 7)",Minas Gerais,Belo Horizonte,"(2014, 5, 31, 23, 0, 25)",Email,Website
50,e2f1d06ece8aef6c8caeea96ef39bf96957161f69f2014946903b6088590547e,ESTÁCIO,Engenharia Elétrica,Mensal,"(2017, 11, 11, 12, 5, 34)",Rio de Janeiro,Rio de Janeiro,"(2014, 6, 2, 17, 41, 21)",Email,Website
51,7a4a05f457323eab5bced0c29cc8f416939cae884e6ff1e1ed8ec72c0b985b78,ESTÁCIO,Engenharia Civil,Mensal,"(2017, 11, 20, 21, 45, 15)",Rio de Janeiro,Nova Friburgo,"(2014, 6, 4, 10, 24, 19)",Facebook,Website
52,3a9d71390da527e5ad89583454c5dfc9f02ef55c1ed7ab5c08a28ac8dfdf3005,ESTÁCIO,Engenharia Civil,Mensal,"(2017, 11, 2, 20, 15, 55)",Rio de Janeiro,Rio de Janeiro,"(2014, 6, 8, 18, 27, 3)",Facebook,Website
53,e5edd5010adcf68d5a68ef3153f00a3fcc663b9f0d9e2cc14b5549eafea80bfc,ESTÁCIO,Fisioterapia,Mensal,"(2017, 11, 14, 11, 34, 6)",Sergipe,Aracaju,"(2014, 6, 22, 17, 49, 57)",Email,Website
54,c71b643fccd6291b4707ae6459e47f2064b9ebfe245487976c63692df3eef834,IFMT,Engenharia de materiais,Mensal,"(2017, 11, 13, 23, 53, 18)",Pará,Belém,"(2014, 6, 27, 8, 14, 42)",Email,Website
55,4ca811cb2e6ba601507a41646851895e435d11919ae2da9b51b64ac7e79f8b86,FACIPLAC,Farmácia / Ciências Farmacêuticas,Mensal,"(2017, 11, 27, 11, 30, 54)",Distrito Federal,Brasília,"(2014, 6, 28, 19, 13, 8)",Email,
56,2d60273c679db256111ad0af752636630e2b195d77ad53c947c15fbd046039c6,UFES,Engenharia Ambiental,Mensal,"(2017, 11, 28, 13, 18, 48)",Espírito Santo,Vitória,"(2014, 6, 30, 20, 24, 57)",Email,
57,cdacfe8afbeab31a808dfb6870fd11aa9a540e10a9791fd4056308ddab397f99,ESTÁCIO,Engenharia de Petróleo e Gás,Mensal,"(2017, 11, 6, 21, 3, 25)",Rio de Janeiro,Rio de Janeiro,"(2014, 7, 1, 14, 8, 8)",Email,Website
58,bee8a35d2f356af765102372701c202aeba11ecab3fb68571192ca391673b602,UFMS,Economia / Ciências Econômicas,Mensal,"(2017, 11, 6, 12, 9, 59)",Mato Grosso do Sul,Campo Grande,"(2014, 7, 2, 10, 1, 46)",Facebook,
59,af5853046cd484d1295ab5d3bf9ca56ee341c49663823c51b6eb4eee7905329f,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 24, 19, 57, 34)",São Paulo,Mauá,"(2014, 7, 3, 11, 37, 0)",Facebook,
60,8a48dd4bc68532ef504eb03c36616b3d4f387d560c15d5331987f142b8d5aa7b,UNCISAL,Enfermagem,Mensal,"(2017, 11, 21, 22, 0, 7)",,,"(2014, 7, 19, 9, 7, 50)",Facebook,Android | 4.1.2 | sdk 16
61,77e9a10b720c9e90084392e663d877ff4f7311352c41baae0160ddb628d4af84,UERJ,Pedagogia,Mensal,"(2017, 11, 13, 13, 9, 2)",Rio de Janeiro,Rio de Janeiro,"(2014, 8, 5, 0, 20, 7)",Facebook,
62,534186cfa1feeda196a259f6ed4b7fc5ac92c904eb59652e1d1373938918e611,FAMA,Enfermagem,Mensal,"(2017, 11, 5, 14, 12, 8)",Amapá,Macapá,"(2014, 8, 13, 13, 56, 36)",Facebook,Website
63,9b725cd7520b8a9fb45ff8415a4c6b24b13ad15b20447c2600fec2fca3d49ce5,UNICEUB,Direito,Mensal,"(2017, 11, 6, 19, 56, 30)",Distrito Federal,Brasília,"(2014, 8, 14, 10, 22, 45)",Facebook,
64,eb14d2506b086dcd802f6d9f0645e1f01d392fdd9ea856079c1c68c628ec21ea,UNIVEL,Contabilidade / Ciências Contábeis,Mensal,"(2017, 11, 29, 15, 29, 5)",,,"(2014, 8, 14, 13, 53, 4)",Facebook,Website
65,d70d842713afce978d61d91f712564228c21fe1dfcc832aaa466d3029601cedd,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 5, 18, 55, 12)",Pará,Belém,"(2014, 8, 14, 15, 7, 10)",Email,Android | 4.4.4 | sdk 19
66,38d58a44e2f233e2f5da78656115707cffd81969ddb1d5dad34091991c253383,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 28, 20, 25, 35)",Espírito Santo,Serra,"(2014, 8, 18, 17, 12, 39)",Email,
67,5740d0757fb943c034a6fb4380eff5524e35ada2b4c68c4ab56ba04b6f675bfb,ULBRA,Medicina,Mensal,"(2017, 11, 1, 20, 19, 39)",Rio de Janeiro,Rio de Janeiro,"(2014, 8, 19, 2, 19, 45)",Email,
68,cc9a17cfd75667ceed514007a5956a91b7e17c008e55a9e1d7e75ca48ab8ca4e,UCAM,Contabilidade / Ciências Contábeis,Mensal,"(2017, 11, 15, 20, 38, 4)",Rio de Janeiro,Nova Friburgo,"(2014, 8, 19, 9, 20, 47)",Facebook,
69,b4f285453bdba01d1031064c140be6d5db36e63032436dbeb4b81885042c07d0,ESTÁCIO,Enfermagem,Mensal,"(2017, 11, 5, 23, 40, 27)",Minas Gerais,Ribeirão das Neves,"(2014, 8, 20, 7, 46, 23)",Facebook,Android | 4.0.3 | sdk 15
70,292fb7c6f479e5b65304fdabea392b9c8722a2fc58a77f8b4b3d3d31d45c6cfa,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 9, 11, 25, 51)",Rio de Janeiro,Rio de Janeiro,"(2014, 8, 28, 13, 39, 51)",Email,Website
71,ffba7fc0600d68cdd10c9f12681f77f77bb66e3c1a8cd15d51f9e88668311b06,ESTÁCIO EAD,Gestão de Recursos Humanos,Mensal,"(2017, 11, 13, 18, 26, 29)",Rio de Janeiro,Rio de Janeiro,"(2014, 9, 1, 20, 39, 51)",Email,Website
72,073748d73387eb57cecca3987ea4c0ef20a3e4c8af38e31c257615086cec3a5f,ESTÁCIO,Psicologia,Mensal,"(2017, 11, 11, 10, 29, 28)",Rio de Janeiro,Duque de Caxias,"(2014, 9, 2, 12, 2, 6)",Email,Website
73,3d337f02a5fdc114a68bf395fbc9bd8480ef8ba9fbb1a0719c76de1ea93b5d0c,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 19, 11, 28, 13)",Rio de Janeiro,Rio de Janeiro,"(2014, 9, 4, 20, 29, 24)",Email,
74,c8b66537b382f6e454b66971ab010e2f7394661338a86dbaf873c0b7ca1c66ee,UMESP,Odontologia,Mensal,"(2017, 11, 27, 18, 13, 16)",São Paulo,São Bernardo do Campo,"(2014, 9, 4, 20, 39, 4)",Facebook,Website
75,e1620d5df3cdc97c3c7e05da275253fe5a29ae1a029fc2b142a562e9d7d784ec,ESTÁCIO,Direito,Mensal,"(2017, 11, 13, 0, 53, 53)",Rio de Janeiro,Aperibe,"(2014, 9, 5, 18, 18, 24)",Email,Website
76,d55a53db1b8193abf5ea7c876f0dd5613730c8852b495a26850e0a50fc762e03,UNA,Engenharia Mecânica,Mensal,"(2017, 11, 17, 14, 34, 29)",Minas Gerais,Lavras,"(2014, 9, 7, 10, 46, 31)",Facebook,
77,8edf9757221184edc8e5530bd477c32aba84fda15817ba12aa9f5d8e4821fab8,UFRR,Medicina,Mensal,"(2017, 11, 20, 19, 56, 42)",Roraima,Boa Vista,"(2014, 9, 21, 21, 20, 57)",Facebook,Android | 2.3.6 | sdk 10
78,0d16f6f9cdd4b9b75c24919ef4d9f7abb197e85d9de9ece12e98627ebdc6234e,ESTÁCIO,Direito,Mensal,"(2017, 11, 20, 11, 25, 45)",Pernambuco,Recife,"(2014, 9, 23, 15, 48, 4)",Facebook,Website
79,a913a803bb1a5f61881c14ec0b0f2ff7d218a4e8ccdc52322edcc0843058e205,ESTÁCIO EAD,Farmácia / Ciências Farmacêuticas,Anual,"(2017, 11, 6, 21, 27, 15)",Rio de Janeiro,Petrópolis,"(2014, 9, 26, 17, 51, 10)",Facebook,Website
80,481f4980424a21389c3f9be51870bcd8cdad54a936e18d497ddea506e65fb9f0,ESTÁCIO,Direito,Mensal,"(2017, 11, 16, 15, 25, 52)",Rio de Janeiro,Rio de Janeiro,"(2014, 9, 27, 10, 48, 17)",Email,
81,4dd3b06e038c0639c7e49f990a5fa8b938586a6c13279e8edb659f75152c2989,ESTÁCIO,Direito,Mensal,"(2017, 11, 15, 17, 59, 40)",Ceará,Fortaleza,"(2014, 10, 1, 10, 35, 6)",Facebook,Android | 4.0.4 | sdk 15
82,55b7767c41f9877ea3651bac84f282a4db506bb7ac5f882b8cf1564a71e3e962,ESTÁCIO,Direito,Mensal,"(2017, 11, 3, 22, 5, 40)",Rio de Janeiro,São Gonçalo,"(2014, 10, 6, 21, 58, 7)",Email,Android | 4.1.2 | sdk 16
83,0d4efb982bdef1e95959b9967196c4bb206289a81b70d59fc6fe9138e2def639,ESTÁCIO,Engenharia Mecânica,Mensal,"(2017, 11, 14, 19, 35, 45)",Rio de Janeiro,Rio de Janeiro,"(2014, 10, 8, 14, 42, 12)",Email,Website
84,87a492b926aeb2f26e67cdce6e7338e08fa8b0c9ac278897be155265b3d0eb93,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 2, 17, 43, 40)",Rio de Janeiro,Niterói,"(2014, 10, 9, 16, 27, 7)",Email,Website
85,0360912b0753b43d2bf3abd72179361ecdd494b1b474aabd6389ee7f58f68858,ESTÁCIO,Nutrição,Mensal,"(2017, 11, 18, 17, 23, 9)",Rio de Janeiro,Itatiaia,"(2014, 10, 12, 15, 29, 2)",Email,Website
86,2e92c9031022db845d9a9911bf41082e7cb920fc1aa7b5d9eed6a19de048a46e,ESTÁCIO EAD,Análise e Desenvolvimento de Sistemas,Mensal,"(2017, 11, 16, 9, 18, 27)",Rio de Janeiro,Rio de Janeiro,"(2014, 10, 13, 15, 39, 34)",Email,Website
87,b95e792329d718b2648233fc51e422876a98ca08a7ae7463e9dc35607b414565,UFMA,Ciências Naturais,Mensal,"(2017, 11, 8, 18, 27, 11)",Maranhão,Imperatriz,"(2014, 10, 18, 22, 47, 42)",Email,Website
88,9379ba4a99891d022643aa0e7a60494834f5fe15f65918b168c39f27bc647430,UERJ,Engenharia Mecânica,Mensal,"(2017, 11, 20, 22, 19, 44)",Rio de Janeiro,Rio de Janeiro,"(2014, 10, 19, 17, 20, 50)",Email,Website
89,1023d67b551c34e7ae79a3d85dfb7547cdce4f81df6e42640a1580bf413c1dd9,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 14, 21, 0, 49)",Rio de Janeiro,Rio de Janeiro,"(2014, 10, 23, 15, 59, 34)",Facebook,
90,6a207df5bcca6a1276f70415528872e171d4a0834f2d506204167f447d212d39,ESTÁCIO,Administração,Mensal,"(2017, 11, 12, 17, 45, 7)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 12, 14, 0, 7)",Facebook,
91,e8578c577e19bc8d583a9c589ad609bc9a2da73d0e98b786615125bdcd84de35,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 5, 11, 48, 41)",São Paulo,São Paulo,"(2014, 11, 17, 21, 15, 34)",Email,Website
92,8f322dde197474c07a3ce65839e6a34d380ba3709f3ef44320d6588b2d3ef007,ESTÁCIO,Administração,Mensal,"(2017, 11, 7, 0, 24, 43)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 21, 12, 52, 50)",Facebook,Website
93,78818b9de39f73b4712314717a96db81b59b77d526d99b8c7a3eb39d5a9c822f,ESTÁCIO EAD,Direito,Mensal,"(2017, 11, 15, 17, 21, 50)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 24, 15, 37, 3)",Email,Website
94,064ea8209a3586f72787edd9c59409b02b8f6f3c85281e4368a0e7240241477b,FAL,Educação Física,Mensal,"(2017, 11, 21, 2, 17, 23)",,,"(2014, 11, 25, 11, 35, 36)",Email,Android | 4.1.2 | sdk 16
95,c16c08585108a02b40233c199ae3a96d5bb9cef7379f8fa93cc16c6eb4ea6829,UNIP,Fisioterapia,Mensal,"(2017, 11, 22, 11, 45, 46)",São Paulo,São Paulo,"(2014, 11, 25, 19, 19, 30)",Email,
96,9438ddeb5e0c2040f9a7330ae20869ebb85b37e37e448040144b821df0fbaf45,ESTÁCIO,Engenharia Mecânica,Mensal,"(2017, 11, 1, 15, 2, 43)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 26, 19, 44, 6)",Email,
97,bafe414a77872ad3a04e7d9f2c7e75ddeb2bcd9d8e69ba7bf7c40cf2d989aad2,ESTÁCIO,Engenharia de Produção,Mensal,"(2017, 11, 11, 14, 11, 25)",Pernambuco,Caruaru,"(2014, 11, 26, 20, 16, 23)",Email,iOS | 8.1.1
98,abbc2bf0d0fc8820c1d68824c585cc6c58e172cc28c6aa68e616dc39e6143735,ESTÁCIO,Direito,Mensal,"(2017, 11, 30, 23, 13, 18)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 28, 9, 53, 28)",Email,iOS | 7.1.2
99,9a70528534edd4dc7972dae1f9fcbcee9ebf6b236d265d43ea94e516e3e317a0,ESTÁCIO,Administração,Mensal,"(2017, 11, 2, 21, 3, 14)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 28, 13, 57, 51)",Email,Website
100,1374456fffa9f137379a603403048e1432442ce1c5f501801ff161ca0b644e09,ESTÁCIO,Fisioterapia,Mensal,"(2017, 11, 13, 13, 52, 12)",Rio de Janeiro,Rio de Janeiro,"(2014, 11, 30, 17, 43, 22)",Email,Android | 4.2.2 | sdk 17
101,ee564df875cdb746fcbbb1af3068545f87e1ed61b279d9d1cb154af855e2605f,ESTÁCIO EAD,Administração,Mensal,"(2017, 11, 20, 23, 13, 18)",Rio de Janeiro,Marica,"(2014, 12, 4, 7, 52, 26)",Email,Website
102,5d5784bc3f52be1f3c61704ba38ea9f3d9bc685e7f9e1357621fe7630810f0b5,ESTÁCIO,Direito,Mensal,"(2017, 11, 6, 22, 6, 18)",Bahia,Salvador,"(2014, 12, 4, 18, 34, 23)",Email,Website
103,14558ce3e110b39204289055e06f7498f46f5cd575f8832da62e3e1c64d164b9,ESTÁCIO,Redes de Computadores,Mensal,"(2017, 11, 27, 11, 33, 49)",Rio de Janeiro,Rio de Janeiro,"(2014, 12, 15, 17, 14, 54)",Email,Website
104,6029d74623509e28eff7f1c7deff2527b024ba1e3068537a3d1c3859f1917bc8,IESAM,Engenharia Mecânica,Mensal,"(2017, 11, 24, 21, 56, 49)",Pará,Tucuruí,"(2015, 2, 8, 18, 1, 14)",Facebook,Website
105,ddbad3785f918dd04f898b5b7c6c40c5a789771227a33d5d31449072207f03d4,UNIP,Serviço Social,Mensal,"(2017, 11, 16, 12, 47, 11)",São Paulo,São Paulo,"(2015, 2, 11, 9, 9, 26)",Email,Website
