,StudentId,SessionStartTime,StudentClient,PaymentDate,PlanType
14,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 11, 35, 7)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
15,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 12, 2, 41)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
16,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 13, 15, 8)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
17,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 13, 35, 12)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
18,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 14, 35, 20)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
19,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 17, 53, 48)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
20,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 21, 27, 34)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
21,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 22, 14, 58)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
22,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 8, 23, 28, 13)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
23,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 8, 58, 7)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
24,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 10, 7, 7)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
25,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 11, 25, 24)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
26,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 12, 35, 37)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
27,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 13, 42, 41)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
28,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 13, 50, 37)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
29,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 15, 1, 18)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
30,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 16, 15, 0)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
31,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 9, 18, 49, 46)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
32,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 28, 7, 34, 35)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
33,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 29, 23, 15, 28)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
34,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 0, 41, 18)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
35,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 8, 23, 18)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
36,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 9, 50, 38)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
37,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 10, 54, 22)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
38,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 11, 56, 27)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
39,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 13, 41, 47)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
40,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 14, 53, 47)",Website,"(2017, 11, 8, 11, 52, 9)",Mensal
41,b2bace77d15c3dfaf57bf9916f0e9924d12f89bdc0624cdea099da5182c5df65,"(2017, 11, 30, 16, 23, 55)",Android,"(2017, 11, 8, 11, 52, 9)",Mensal
42,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 4, 22, 48, 49)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
43,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 4, 23, 10, 14)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
44,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 5, 21, 25, 9)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
45,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 5, 22, 29, 36)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
46,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 6, 9, 3, 13)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
47,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 6, 9, 26, 57)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
48,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 6, 10, 34, 1)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
49,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 6, 11, 41, 56)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
50,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 6, 23, 20, 32)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
51,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 6, 23, 20, 34)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
52,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 7, 11, 6, 43)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
53,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 15, 14, 7, 29)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
54,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 15, 21, 26, 52)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
55,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 16, 22, 13, 6)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
56,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 17, 2, 26, 2)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
57,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 17, 12, 40, 39)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
58,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 17, 13, 43, 51)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
59,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 17, 14, 43, 46)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
60,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 17, 14, 43, 48)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
61,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 19, 1, 16, 36)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
62,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 19, 12, 48, 20)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
63,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 20, 21, 41, 4)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
64,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 21, 0, 39, 13)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
65,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 21, 19, 10, 55)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
66,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 21, 20, 11, 5)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
67,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 23, 10, 40, 36)",Android,"(2017, 11, 5, 21, 27, 47)",Mensal
68,f423d6fe2f8964db634c7806e03b0f6567e992e994f06f203ff18704cf0ea6c9,"(2017, 11, 23, 23, 49, 55)",Website,"(2017, 11, 5, 21, 27, 47)",Mensal
69,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 15, 39, 17)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
70,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 16, 54, 15)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
71,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 18, 29, 2)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
72,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 19, 42, 12)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
73,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 20, 43, 23)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
74,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 21, 53, 54)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
75,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 15, 22, 55, 27)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
76,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 16, 0, 37, 44)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
77,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 16, 13, 44, 6)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
78,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 16, 15, 1, 8)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
79,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 17, 11, 22, 57)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
80,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 17, 14, 34, 28)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
81,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 17, 15, 34, 31)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
82,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 17, 17, 41, 18)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
83,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 18, 1, 11, 21)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
84,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 19, 18, 0, 3)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
85,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 19, 19, 53, 2)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
86,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 20, 3, 27, 49)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
87,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 20, 15, 46, 46)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
88,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 21, 3, 34, 4)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
89,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 21, 16, 41, 30)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
90,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 21, 17, 42, 39)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
91,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 21, 18, 42, 39)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
92,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 21, 19, 51, 52)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
93,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 22, 13, 40, 5)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
94,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 22, 13, 44, 39)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
95,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 22, 14, 41, 24)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
96,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 22, 16, 41, 6)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
97,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 27, 17, 38, 9)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
98,55ccbe518d2edbbd527eddca1431c7f7f3a4676bdbee382ea2eb968f993512a0,"(2017, 11, 30, 0, 8, 39)",Website,"(2017, 11, 15, 14, 36, 42)",Mensal
99,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 1, 18, 49, 36)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
100,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 1, 19, 54, 40)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
101,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 1, 20, 24, 11)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
102,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 12, 22, 17, 24)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
103,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 13, 0, 3, 27)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
104,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 13, 2, 11, 22)",Android,"(2017, 11, 12, 22, 19, 54)",Mensal
105,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 15, 16, 33, 5)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
106,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 15, 19, 34, 54)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
107,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 15, 20, 27, 57)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
108,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 15, 21, 39, 4)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
109,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 16, 3, 6, 10)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
110,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 16, 23, 22, 48)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
111,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 17, 0, 37, 50)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
112,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 17, 1, 16, 28)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
113,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 17, 8, 42, 0)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
114,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 29, 17, 46, 44)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
115,b1b0f63fe3e4820cb082531af7c8911cd380e5ec8fe82256115a6e01d644d0be,"(2017, 11, 30, 18, 43, 50)",Website,"(2017, 11, 12, 22, 19, 54)",Mensal
116,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,"(2017, 11, 14, 1, 31, 7)",Website,"(2017, 11, 22, 1, 3, 9)",Mensal
117,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,"(2017, 11, 17, 12, 37, 35)",Website,"(2017, 11, 22, 1, 3, 9)",Mensal
118,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,"(2017, 11, 17, 14, 3, 46)",Website,"(2017, 11, 22, 1, 3, 9)",Mensal
119,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,"(2017, 11, 22, 0, 59, 42)",Website,"(2017, 11, 22, 1, 3, 9)",Mensal
120,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,"(2017, 11, 22, 1, 13, 38)",Website,"(2017, 11, 22, 1, 3, 9)",Mensal
121,ed46832f6b716fb2e2f6f11b43965f2e0a3f2f8f8994ce86ad3a5c4ff29915fc,"(2017, 11, 25, 2, 24, 36)",Website,"(2017, 11, 22, 1, 3, 9)",Mensal
122,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 7, 21, 38, 30)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
123,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 9, 20, 58, 35)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
124,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 22, 14, 22, 24)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
125,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 22, 15, 55, 22)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
126,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 24, 18, 43, 31)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
127,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 24, 20, 2, 26)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
128,69b7bee32821cf76b9ffd5deffca1a01c95499cea24a457dee9222c9dbb82ced,"(2017, 11, 28, 20, 36, 50)",Website,"(2017, 11, 24, 19, 3, 49)",Mensal
129,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 11, 20, 56, 16)",Website,"(2017, 11, 11, 21, 1, 59)",Mensal
130,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 13, 10, 29, 49)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
131,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 14, 0, 19, 52)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
132,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 15, 19, 27, 52)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
133,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 15, 19, 27, 53)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
134,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 16, 19, 17, 28)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
135,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 16, 20, 18, 18)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
136,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 17, 0, 31, 45)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
137,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 17, 18, 37, 4)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
138,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 18, 22, 21, 43)",Website,"(2017, 11, 11, 21, 1, 59)",Mensal
139,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 19, 1, 3, 37)",Website,"(2017, 11, 11, 21, 1, 59)",Mensal
140,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 28, 9, 52, 35)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
141,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 30, 20, 23, 21)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
142,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 30, 21, 58, 35)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
143,6553923125fe6364e16aacf5656426809bb134b005f1823bc18c8e7ddcabdf2d,"(2017, 11, 30, 21, 58, 35)",Android,"(2017, 11, 11, 21, 1, 59)",Mensal
144,3903a334d1af8ce838bc2b7f497f11c40437573c1ad30b893283e86f8b89333c,"(2017, 11, 12, 16, 24, 48)",Website,"(2017, 11, 12, 16, 41, 19)",Mensal
